state,Name,summit,broadrelief,steeprelief,lat,lon,broadcoord.X,broadcoord.Y,steepcoord.X,steepcoord.Y
British Columbia,Monarch Mountain,3555,3441,2936,51.8994444444444,-125.875833333333,-126.486351869653,52.271522241038,-125.820273335306,51.8911179012228
Guerrero,Cerro Tiotepec,3545,3320,2577,17.4682666666667,-100.136394444444,-100.644310393582,17.9550309611892,-100.181626532783,17.4474346641491
Nuevo León,Picacho San Onofre,3550,2185,1900,23.8007,-99.8464,-100.212927866289,24.1387996165077,-99.8954952056905,23.7532451714532
New Mexico,Chicoma Mountain,3524,1381,1011,36.0073,-106.3846,-106.744919682954,36.2986204322709,-106.744919682954,36.2986204322709
Utah,Mount Ellen,3513,2089,1506,38.1089,-110.8136,-111.204337625094,38.4156843060146,-110.849248802914,38.1438048860551
Nevada,Currant Mountain,3511,2008,1311,38.9097,-115.4246,-115.890143388262,39.2697604732663,-115.890143388262,39.2697604732663
Nuevo León,Cerro Peña Nevada,3510,2185,1901,23.77,-99.8602777777778,-100.226718204966,24.1081015956561,-99.8971123174172,23.7564070456389
California,San Gorgonio Mountain,3506,3231,2140,34.0992,-116.8249,-117.314739222336,34.5040367155755,-116.968349402522,34.1127745956653
Spain,Mulhacén,3479,3352,2112,37.0533333333333,-3.31138888888889,-3.70146837689299,37.3653170286955,-3.70146837689299,37.3653170286955
Alaska,Mount Torbert,3479,3311,2311,61.4086,-152.4125,-153.591065137283,61.9591831153059,-152.302247794661,61.2686977072821
Sulawesi,Mount Latimojong,3478,3452,2648,-3.385,120.024166666667,119.715829182241,-3.0731804952867,120.127433346337,-3.4417416589347
Arizona,Mount Baldy,3477,918,893,33.9059,-109.5626,-109.95665656338,34.2338344606274,-109.95665656338,34.2338344606274
Panama,Volcán Barú,3474,3375,2289,8.80888888888889,-82.5427777777778,-82.8882791094635,9.15027270745985,-82.5175560830754,8.7774685779327
Nevada,Ruby Dome,3472,1748,1278,40.6217,-115.4754,-115.85564451406,40.9111755099155,-115.85564451406,40.9111755099155
Sumatera,Mount Leuser,3466,3338,2724,3.7975,97.2191666666667,96.9090405688565,4.11002430250112,97.1364809096829,3.74608489711727
Utah,Abajo Peak,3463,1359,1026,37.8395,-109.4624,-109.862471788231,38.1558185388712,-109.862471788231,38.1558185388712
Kamchatka,Koryaksky,3456,3391,3099,53.3166666666667,158.683333333333,158.138194916308,53.6406498186754,158.637520390842,53.2914539198701
Montana,Hilgard Peak,3451,1658,1221,44.9166,-111.4593,-111.873704587368,45.2100517212801,-111.482133355245,44.8508636391779
Nevada,Hole in the Mountain Peak,3448,1709,1355,40.9508,-115.1224,-115.507659710044,41.2424024036596,-115.507659710044,41.2424024036596
New Mexico,Mount Taylor,3446,1339,653,35.2387,-107.6085,-107.994022321224,35.5539603901498,-107.588787074447,35.2075567505044
Chad,Emi Koussi,3445,2402,1266,19.7894444444444,18.5511111111111,18.5285537033867,19.7003292347416,18.239280487684,20.0839709609629
Nevada,Troy Peak,3445,1985,1448,38.3194,-115.5019,-115.553316629158,38.3419557863065,-115.964409712738,38.6811346259606
Oregon,Mount Hood,3429,3233,2635,45.3735,-121.69595,-122.261918698606,45.7677738563339,-121.750533198992,45.3822597843286
Jawa,Mount Slamet,3428,3414,3121,-7.239,109.22,108.910848260807,-6.92842879437692,109.232089710219,-7.29474526300876
Oaxaca,Cerro Zempoaltépetl,3420,3120,2472,17.1324,-96.0125,-96.544411021339,17.6427125163645,-95.9743790505966,17.2006617984658
Montana,Crazy Peak,3418,1893,1563,46.0181,-110.2768,-110.725421693719,46.3294499961854,-110.725421693719,46.3294499961854
Alaska,Mount Tom White,3411,3367,2371,60.6518,-143.6972,-144.625763418787,61.0988344793196,-143.739851792421,60.6241059502808
Spain,Aneto,3404,2791,2171,42.6309916666667,0.656686111111111,0.248331135470153,42.931066531089,0.248331135470153,42.931066531089
Montana,Tweedy Mountain,3401,1516,1121,45.4805,-112.9655,-112.904443687961,45.4649629081147,-113.43151270904,45.8059355667668
Hidalgo,Cerro La Peña de Tepozán,3370,931,764,19.7697222222222,-98.2475,-98.2088076363158,19.7656982271309,-98.787839355909,20.2797761409617
Oaxaca,Cerro la Muralla,3370,2310,1247,17.1344,-97.664,-97.7691714608853,17.0716189244004,-98.1959168902186,17.6447123281984
Guanajuato,Cerro El Zamorano,3368,1463,1063,20.9337055555556,-100.180527777778,-100.69968379442,21.4199641675308,-100.20528563861,20.9465744966971
Alaska,Mount Foresta,3368,3368,3004,60.1912,-139.4323,-140.527803600082,60.7249433459599,-140.527803600082,60.7249433459599
California,Telescope Peak,3366,3457,3036,36.1698,-117.0892,-117.591792380571,36.5744201507799,-117.152932639693,36.156400146789
Utah,Deseret Peak,3364,2062,1816,40.4595,-112.6264,-113.018673451147,40.7571389899718,-113.018673451147,40.7571389899718
Sicilia,Etna,3357,3357,2455,37.7505561444444,14.9939712555556,14.6177212584781,38.0492996452188,15.0362284147097,37.7323039695136
Durango,Cerro Gordo,3354,2786,1803,23.2060555555556,-104.944183333333,-105.266144353035,23.502480765141,-104.916201943576,23.1754878241966
Jawa,Arjuno-Welirang,3339,3338,2887,-7.765,112.589722222222,112.258397772592,-7.43325357781774,112.632101877501,-7.73854992215647
Jawa,Raung,3332,3197,2436,-8.125,114.041666666667,114.167674157317,-8.18931346490913,113.709702703079,-7.79361456936931
Chihuahua,Cerro Mohinora,3306,2693,2190,25.9560555555556,-107.04755,-107.37842790736,26.2553024863841,-107.37842790736,26.2553024863841
Kamchatka,Shiveluch,3307,3275,2751,56.6536333333333,161.362966666667,160.577143626707,57.0785936757341,161.429716081957,56.6454882099203
Nevada,Matterhorn,3305,1471,1293,41.8107,-115.3745,-115.753139711658,42.0930049569475,-115.753139711658,42.0930049569475
California,San Jacinto Peak,3302,3255,3164,33.8147,-116.6794,-117.086099414183,34.1543191491394,-117.086099414183,34.1543191491394
Washington,Mount Baker,3288,3259,3043,48.7768,-121.8145,-122.418095002537,49.1707521700157,-122.418095002537,49.1707521700157
New Mexico,South Baldy,3288,1339,999,33.991,-107.1879,-107.14345875405,34.0144768863442,-107.205700997289,33.9761684810599
Alaska,Mount Miller,3277,3171,2194,60.4605,-142.3012,-143.405962266852,60.9941719776062,-142.342690717695,60.4310104739677
Arizona,Mount Graham,3269,2394,1977,32.7017,-109.8714,-109.837080894023,32.7847883394728,-109.861104369258,32.7374526794391
Nevada,Pilot Peak,3268,1980,1648,41.0211,-114.0774,-114.462227833088,41.3110792755516,-114.059272261936,41.0078167706246
Jawa,Mount Lawu,3265,3213,2890,-7.625,111.191666666667,110.860446140875,-7.29325379827166,111.231766084361,-7.5895078956975
New Mexico,Sandia Crest,3256,1662,1343,35.21,-106.4495,-106.811645564142,35.5059554858087,-106.811645564142,35.5059554858087
Utah,Flat Top Mountain,3238,1726,1224,40.3724,-112.1888,-112.138128255737,40.3481187473276,-112.566552932576,40.6604561604126
Washington,Glacier Peak,3214,2844,2353,48.1125,-121.1138,-121.709600705793,48.5064436569365,-121.709600705793,48.5064436569365
Alaska,Mount Steller,3205,3150,2567,60.5199,-143.0932,-144.107685091105,61.0085924689752,-143.109113486599,60.4828772374549
Oregon,Mount Jefferson,3201,2648,2281,44.6743,-121.7996,-122.359131356228,45.0682936924981,-122.359131356228,45.0682936924981
Zacatecas,Cerro El Refugio,3200,1505,1252,24.5761111111111,-101.104722222222,-101.1547394279,24.611627910453,-101.147335418379,24.6184011367621
Montana,Mount Cleveland,3193,2065,1915,48.9249333333333,-113.848151851852,-113.822883397708,48.8359527587762,-114.289342039026,49.2127823058052
San Luis Potosí,Cerro Grande,3180,1363,1028,23.6668222222222,-100.887261111111,-101.252618180669,24.0033974279614,-100.908581506466,23.6629833962124
California,Lassen Peak,3189,2093,1278,40.4882,-121.505,-122.017310662951,40.8748815635576,-121.501283591034,40.5067961346012
Oregon,South Sister,3158,2535,1478,44.1035,-121.7693,-122.239401578624,44.4406972291138,-122.239401578624,44.4406972291138
Alaska,Mount Kimball,3155,2468,1904,63.239,-144.6419,-144.528696115198,63.3122959259218,-144.658294557247,63.2024405545487
Alaska,Mount Seattle,3155,3155,3045,60.068,-139.1893,-140.280627559866,60.601775761111,-139.27066699373,60.0384901631266
Utah,Navajo Mountain,3154,2032,1827,37.0343,-110.8697,-111.256735663734,37.3441322194095,-111.256735663734,37.3441322194095
Idaho,Cache Peak,3152,1580,1309,42.1856,-113.6611,-114.03136575207,42.4599905747824,-114.03136575207,42.4599905747824
Wyoming,Laramie Peak,3132,1321,1136,42.2681,-105.4425,-105.881417280714,42.5933791723124,-105.881417280714,42.5933791723124
Coahuila,Cerro El Centinela,3122,1981,1727,25.1359,-103.2304,-103.226083666957,25.20753136215,-103.245918042938,25.1217714188801
Montana,Table Mountain,3117,1411,1022,45.7426,-112.4619,-112.90593694939,46.0511035790358,-112.90593694939,46.0511035790358
Alaska,Redoubt Volcano,3108,3108,2909,60.4854,-152.7442,-153.720289622908,60.9563335646416,-152.719344805674,60.5223297622763
Dominican Republic,Pico Duarte,3098,2575,2050,19.0330555555556,-71.0052777777778,-71.0159580621878,18.9325510584677,-71.3038256729978,19.3162546758573
Dominican Republic,Pico Duarte,3098,2579,2052,19.0231,-70.9977,-71.0131271993919,18.9338877288977,-71.2962298275343,19.3062995620443
Baja California,Picacho del Diablo,3095,2707,2463,30.9925,-115.375288888889,-115.697702648082,31.2698542795583,-115.364343664415,31.0289838254698
Montana,Mount Stimson,3093,2094,1989,48.5142,-113.6104,-114.040725889566,48.7978823211011,-113.659318379613,48.5019144747472
British Columbia,Mount Ratz,3090,3036,2230,57.393,-132.3031,-132.814719086931,57.6655202596615,-132.282855652252,57.4622735653255
Montana,Kintla Peak,3080,2001,1826,48.9437,-114.1714,-114.618004570562,49.2348544181603,-114.618004570562,49.2348544181603
Réunion,Piton des Neiges,3069,3069,2765,-21.0988888888889,55.4788888888889,55.1865048329537,-20.8225734773425,55.4434287184997,-21.0734602746357
California,Mount San Antonio,3069,2689,2111,34.2891,-117.6463,-117.624437886391,34.1990837984901,-118.137255249699,34.6939171669723
Hawaiian Is.,Haleakal?,3055,3059,3055,20.7115166666667,-156.2554,-156.662542009634,21.0921499249501,-156.662542009634,21.0921499249501
Alaska,Iliamna Volcano,3053,3053,2917,60.0321,-153.0915,-153.720511532521,60.3426502851844,-153.153965210336,60.0052929581001
British Columbia,Kates Needle,3053,3050,2974,57.0449,-132.0451,-132.551874345426,57.3174492037427,-132.551874345426,57.3174492037427
Bali,Mount Agung,3031,3031,3031,-8.34194444444445,115.507777777778,115.175640434897,-8.01055887972751,115.547584232906,-8.31133599455613
Aguascalientes,Sierra Fría,3025,735,600,22.2738944444444,-102.607261111111,-102.644083845721,22.2757415632753,-102.595570541398,22.2576839789056
Coahuila,Sierra la Madera,3030,2263,1821,27.0345,-102.3922,-102.309847765384,26.9841618246645,-102.38539837637,27.0157730512112
Maluku,Mount Binaiya,3027,3027,2962,-3.17333333333333,129.455,129.185117048498,-2.90204079488407,129.463952341116,-3.22763898341949
Nevada,Hayford Peak,3025,2089,1108,36.6577,-115.2008,-115.653044886157,37.0195897925197,-115.653044886157,37.0195897925197
British Columbia,Ulysses Mountain,3024,2039,1809,57.3464,-124.0928,-124.540960627433,57.5875543316122,-124.540960627433,57.5875543316122
Oman,Jabal Shams,3019,2630,2347,23.2373881944444,57.2637936944444,57.312824773857,23.3165243378975,57.2932591048831,23.2623521380179
California,Eagle Peak,3016,1648,1212,41.2835,-120.2007,-120.718310940683,41.6708203703225,-120.718310940683,41.6708203703225
Bioko,Pico Basilé,3011,2971,2877,3.58333333333333,8.76666666666667,8.40266625359201,3.94793136311007,8.40266625359201,3.94793136311007
Oregon,Sacajawea Peak,3000,1683,1554,45.245,-117.2929,-117.285820451393,45.3287250559391,-117.2444230085,45.2589815232042
Nevada,Star Peak,2999,1697,1325,40.5224,-118.1708,-118.230934674831,40.5327856184073,-118.15422276674,40.5102865566829
Alaska,Mount Hesperus,2996,2522,2422,61.8036,-154.1469,-154.818322382013,62.1178744817087,-154.204682628766,61.8256171652668
Venezuela,Pico da Neblina,2994,2898,2705,0.802747222222222,-66.0064291666667,-66.2430389580226,1.0416286294213,-66.2430389580226,1.0416286294213
Montana,McDonald Peak,2994,2188,2024,47.3826,-113.9191,-114.3338785882,47.6615351186909,-114.3338785882,47.6615351186909
Nevada,Mount Tobin,2980,1605,1259,40.3765,-117.5261,-117.920267965652,40.6768387740436,-117.500489675084,40.3735703441991
Arizona,Chiricahua Peak,2976,1370,1083,31.8456,-109.291,-109.64423203932,32.14654735391,-109.64423203932,32.14654735391
Oregon,Steens Mountain,2968,1747,1450,42.6364,-118.5767,-118.90612458322,42.8774953722024,-118.545189762078,42.623657745265
British Columbia,Skihist Mountain,2968,2718,2164,50.1878,-121.9032,-122.365965595148,50.4827005161954,-122.365965595148,50.4827005161954
Nevada,Granite Peak,2966,1436,1091,41.6681,-117.5889,-117.929877570494,41.9216288968445,-117.616335551918,41.663279810725
East Timor,Pico do Ramelau,2963,2763,2244,-8.90666666666667,125.493333333333,125.228713599763,-8.643237729209,125.228713599763,-8.643237729209
Germany,Zugspitze,2962,2358,2232,47.4211111111111,10.9863888888889,10.4611992428045,47.7719089175316,11.0213283743398,47.4493034983429
Philippines,Mount Apo,2954,2818,2017,6.9875,125.270833333333,125.005382664082,7.25358556586808,125.005382664082,7.25358556586808
Yukon,Keele Peak,2952,1988,1741,63.4314,-130.3243,-130.513884068246,63.4608345193069,-130.894293566987,63.6841099792834
Andorra,Pic de Coma Pedrosa,2943,2212,1759,42.5916666666667,1.44361111111111,1.03551564967641,42.8917445988677,1.03551564967641,42.8917445988677
South Georgia,Mount Paget,2934,3032,3032,-54.4408333333333,-36.5552777777778,-37.015932032466,-54.1689543529624,-37.015932032466,-54.1689543529624
Bulgaria,Musala,2925,2259,1536,42.1797222222222,23.5852777777778,23.234942881467,42.4395912389827,23.5662101062388,42.1925495896379
Philippines,Mount Pulag,2922,2448,2039,16.5836111111111,120.883611111111,120.612200338823,16.8461624573123,120.612200338823,16.8461624573123
Durango,Sinaloa High Point,2920,2532,2181,24.3386111111111,-106.1525,-106.478291352895,24.6363267188649,-106.478291352895,24.6363267188649
Greece,Olympus,2918,2847,2357,40.0855555555556,22.3586111111111,22.018287420269,40.3447437766186,22.018287420269,40.3447437766186
Chiapas,Cerro Tzontehuitz,2910,2152,1233,16.8358,-92.5894,-92.572080668927,16.9247591138468,-92.6049296878671,16.8502119382347
Montana,Mount Edith,2897,1387,1121,46.4318,-111.1862,-111.618245563409,46.7298775289065,-111.27435583137,46.4360392588578
Oregon,Mount McLoughlin,2895,2294,1728,42.4445,-122.3156,-122.844006128998,42.8307876903996,-122.342403538392,42.4494031591948
Espírito Santo,Pico da Bandeira,2891,2392,1979,-20.4355555555556,-41.7977777777778,-42.0682816756846,-20.1803975103056,-41.8363493247434,-20.4425515761685
Michoacán,Cerro Las Conchas,2890,2335,1465,18.7215,-102.974,-103.375461785037,19.1028111364649,-103.375461785037,19.1028111364649
Arizona,Miller Peak,2886,1501,1269,31.3928,-110.293,-110.645670835851,31.6950367844368,-110.27128725239,31.3978939293502
Arizona,Mount Wrightson,2882,2001,1479,31.6959,-110.8482,-111.215509673214,32.0091712577469,-110.863553133301,31.7301247151708
Madagascar,Maromokotro,2876,2418,1641,-14.0227777777778,48.9658333333333,48.6916240208496,-13.7551308392179,48.9690279819896,-14.087447084274
Sulawesi,Moncong Lompotabang,2874,2844,1834,-5.34667906944444,119.931666530556,119.622584726128,-5.03484685192129,119.888583553655,-5.37855378896742
Alaska,Mount Neacola,2873,2742,2370,60.7981,-153.3959,-154.551452708665,61.3488597199291,-153.374528855682,60.7614370217066
Idaho,She Devil,2873,2496,2213,45.324,-116.5406,-116.988423088644,45.6388096158046,-116.988423088644,45.6388096158046
Washington,Mount Stuart,2871,2530,2046,47.4751,-120.9024,-121.490858934536,47.8691216820848,-121.490858934536,47.8691216820848
Honduras,Cerro Las Minas,2860,2369,1948,14.5339444444444,-88.6802,-89.0505825341165,14.8919585905381,-88.6510122829332,14.593999842028
Alaska,Shishaldin Volcano,2869,2869,2625,54.7536,-163.969488888889,-164.409197425765,55.0053671449577,-164.409197425765,55.0053671449577
Slovenia,Triglav,2864,2555,2286,46.3783333333333,13.8363888888889,13.3624489773617,46.7035063413077,13.3624489773617,46.7035063413077
Alaska,Mount Aylesworth,2830,2830,2215,59.9242,-138.7985,-139.884999750255,60.4580134137133,-139.884999750255,60.4580134137133
Cape Verde,Pico do Fogo,2829,2829,2829,14.9492694444444,-24.3403694444444,-24.5965313513682,15.1974335822928,-24.5965313513682,15.1974335822928
Arizona,Kaibab Plateau High Point,2812,1139,1057,36.3958,-112.1509,-112.568652871672,36.7324208263192,-112.568652871672,36.7324208263192
Venezuela,Monte Roraima,2810,2279,1605,5.14194444444444,-60.7641666666667,-61.0134211335943,5.39170670825791,-60.7585287527047,5.24480801013088
New Zealand North,Mount Ruapehu,2797,2235,1567,-39.2894444444444,175.5625,175.24503226886,-39.0411715602406,175.533695007288,-39.2915576047733
Arizona,Mount Lemmon,2792,2047,1684,32.443,-110.7885,-110.888903379955,32.4096401471673,-110.833114148011,32.4502512677749
Washington,Mount Shuksan,2782,2568,2525,48.8314444444444,-121.602988888889,-121.718714338452,48.7210951198462,-121.759612171667,48.7615127853179
Nevada,Jackson Mountain,2773,1497,1162,41.3033,-118.4163,-118.35189279771,41.2910813931173,-118.38473724071,41.2618313896718
Yukon,Mount Nirvana,2773,2145,2007,61.8752388888889,-127.680627777778,-128.173858427241,62.1053730003071,-128.173858427241,62.1053730003071
Venezuela,Mount Roraima,2772,2271,2073,5.21361111111111,-60.7466666666667,-60.9959505578516,5.46337212069791,-60.9959505578516,5.46337212069791
Washington,Jack Mountain,2766,2498,2293,48.7728,-120.9562,-121.559746384166,49.1667526668919,-121.559746384166,49.1667526668919
Macedonia,Korab,2764,2430,1652,41.7908333333333,20.5461111111111,20.1998703817475,42.0476720580514,20.4990075541473,41.7960906908972
Nayarit,Cerro Del Faro,2760,2376,1751,21.3108333333333,-104.049444444444,-104.458151921035,21.6915149759887,-104.458151921035,21.6915149759887
Yukon,Mount Macdonald,2760,2001,1736,64.7256,-132.7781,-133.381676624035,64.9800564627576,-133.381676624035,64.9800564627576
British Columbia,Howson Peak,2759,2528,2218,54.4185,-127.7441,-127.89844233307,54.4362342704963,-128.244647138467,54.7070552037191
California,Mount Eddy,2755,2018,1384,41.3196,-122.479,-122.380002806989,41.270439819498,-122.448589985961,41.349264548734
British Columbia,Thudaka Mountain,2748,1549,1462,57.9272,-126.8485,-127.326172871808,58.1790072014156,-126.854494108929,57.9442142188436
Greenland,Patuersoq,2740,0,0,60.8333,-44.2333,-44.4334846249019,60.9309285793513,-44.4334846249019,60.9309285793513
Alaska,Kichatna Spire,2739,2541,2127,62.4231,-152.7231,-153.942321860798,62.9733796245705,-153.942321860798,62.9733796245705
Washington,Mount Spickard,2737,2264,2109,48.9697,-121.2405,-121.84645250099,49.3636281721436,-121.84645250099,49.3636281721436
Alaska,Mount Isto,2736,2119,1758,69.2025,-143.802,-144.489590338095,69.4435857922555,-143.667971929744,69.276807942737
Honduras,Cerro El Pital,2730,2306,1993,14.3844444444444,-89.1291666666667,-89.49929525755,14.742466296722,-89.49929525755,14.742466296722
British Columbia,Mount Jancowski,2729,2388,2312,56.3372,-129.9817,-129.950003412224,56.2470724444732,-130.478958728292,56.6098075214037
Oregon,Mount Scott,2722,1315,798,42.9227777777778,-122.016111111111,-122.54864146402,43.3090125526057,-122.006374948269,42.9141808158896
Alaska,Mount Chamberlin,2713,2260,1851,69.2775,-144.9107,-145.600697317265,69.5185782649611,-145.600697317265,69.5185782649611
Chihuahua,Cerro San José,2710,1251,851,30.5483,-108.6167,-108.955653051921,30.8416904112801,-108.605499958032,30.5174051046247
Alaska,Sovereign Mountain,2697,2262,1467,62.1311,-148.6044,-149.811978692406,62.6812855729203,-149.811978692406,62.6812855729203
California,Mount Pinos,2696,2298,1349,34.8128,-119.1454,-119.639487824201,35.2175629266953,-119.172585709155,34.891805217516
Haiti,Pic la Selle,2674,2674,2103,18.3602388888889,-71.9766833333333,-72.2740351424343,18.6434675219884,-72.2740351424343,18.6434675219884
Texas,Guadalupe Peak,2667,1543,1292,31.89155,-104.86065,-105.197890943705,32.1791912694018,-104.882370907736,31.8865429509658
Montana,Snowshoe Peak,2665,2022,1654,48.2231,-115.689,-115.614399568252,48.2975844425605,-115.742351207367,48.2121608603353
Macedonia,Velika Rudoka,2660,2238,2000,41.9183333333333,20.7763888888889,20.4294536051071,42.1751639976675,20.8195986973109,41.9100872996328
Washington,Remmel Mountain,2649,1417,1035,48.9234,-120.1968,-120.159536294864,48.8468254692376,-120.193598325543,48.844583372284
Arizona,Mica Mountain,2641,1645,1151,32.22,-110.543333333333,-110.593147629956,32.2362674976467,-110.566621298134,32.231766193227
Sonora,Cerro Pico Guacamayas,2620,1439,1106,29.9533333333333,-108.839444444444,-109.161537349856,30.2325448491604,-109.161537349856,30.2325448491604
Nunavut,Barbeau Peak,2616,1122,834,81.9147611111111,-75.0092333333333,-76.6388295454076,82.1341025746565,-76.6388295454076,82.1341025746565
Switzerland,Grauspitz,2600,2169,2139,47.0527777777778,9.58138888888889,9.60846378042797,47.1094883243134,8.98203311079121,47.4564851482189
Alaska,8517 Peak,2596,2233,1816,60.9283,-142.5237,-142.552083228883,61.0154829342761,-142.588848758164,60.9100213100389
Alaska,Devils Paw,2593,2588,2306,58.7289,-133.8402,-134.369595172481,59.0023027118604,-134.369595172481,59.0023027118604
Alaska,Hanagita Peak,2592,2430,2260,61.067,-143.7075,-144.648418662868,61.513951477011,-143.764594790512,61.0437895361664
British Columbia,Shedin Peak,2588,2140,1772,55.9392,-127.4799,-127.532511778602,55.8534603833948,-127.528607038804,55.923068685235
Alaska,Stony Peak,2587,2207,2085,61.495,-153.6224,-153.681095627486,61.4085256865905,-154.630583606986,61.9657113871112
Arizona,Hualapai Peak,2568,1501,1057,35.0751,-113.8979,-113.957923380373,35.0662968181631,-113.927782034402,35.086588813294
Idaho,Cinnabar Mountain,2563,1426,1071,42.9805,-116.6575,-116.637564228338,43.0221301585552,-117.047015316376,43.2645088438638
Texas,Baldy Peak,2554,877,697,30.6356,-104.1737,-104.197948632025,30.6191359939401,-104.446358068629,30.8714138304892
Alaska,Tetlin Peak,2550,1524,1227,62.6215,-143.1084,-144.195444764318,63.109688547816,-144.195444764318,63.109688547816
Chiapas,Cerro Tres Picos,2550,2516,2220,16.197,-93.6112,-94.0061961711861,16.5770254383834,-94.0061961711861,16.5770254383834
Washington,Mount Saint Helens,2549,2407,1991,46.1914,-122.1956,-122.77002175213,46.585576624127,-122.137623658943,46.1979077605106
Romania,Moldoveanu,2544,2113,1460,45.6,24.7361111111111,24.4161374941245,45.823450677832,24.8051888726976,45.6461805580936
Alaska,Necons Peak,2541,2196,1883,61.1125,-153.469,-154.636273685908,61.6631693079978,-154.636273685908,61.6631693079978
Albania,Zla Kolata,2525,2303,1912,42.485,19.8961111111111,19.8942291001363,42.3778266748749,19.5461552971048,42.7418850852898
Alaska,Mount Igikpak,2523,2303,2032,67.4129,-154.9656,-155.537848374354,67.6287450390552,-155.537848374354,67.6287450390552
Alaska,Mount Pavlof,2515,2515,2430,55.4173,-161.8932,-162.342082746267,55.6702707583473,-162.342082746267,55.6702707583473
Alaska,Mount Veniaminof,2507,2467,2153,56.2194,-159.2975,-159.704071931927,56.444830713637,-159.704071931927,56.444830713637
Slovakia,Rysy,2501,1832,1392,49.1794444444444,20.0880555555556,19.7323122991321,49.4120968797273,20.2002520758549,49.149582393852
Alaska,Isanotski Peaks,2471,2471,2373,54.768,-163.7291,-164.168966107733,55.0197661194412,-163.746718275723,54.7308532011387
Norway,Galdhøpiggen,2469,1987,1754,61.6363888888889,8.3125,7.84379442858538,61.8561127096324,8.28559633503604,61.6684663321247
California,Mount Linn,2468,2101,1266,40.0365,-122.8542,-123.366750976969,40.4271762584596,-122.798417466088,40.1220894550088
Alaska,Mount Chosin Few,2464,2396,2184,60.8299,-145.1335,-145.281715286521,60.7797850413273,-146.06240665462,61.2747785775987
Alaska,Accomplishment Peak,2452,1779,1322,68.4433,-148.0947,-148.068440639702,68.4887965079045,-148.683485078239,68.6558704545862
Honduras,Pico Bonito,2450,2447,1833,15.5575,-86.8756,-87.14045673297,15.813768431383,-87.14045673297,15.813768431383
Alaska,Peak 8010 (Alaska),2441,2380,2365,61.1605,-144.8129,-145.751689820925,61.6053127417732,-145.751689820925,61.6053127417732
Alaska,Bashful Peak,2440,2425,2175,61.3076,-148.8697,-148.899736020441,61.3941495156127,-150.044758573982,61.8580299684575
Washington,Mount Olympus,2432,2282,2099,47.8013,-123.7108,-124.303251173726,48.1951006064459,-124.303251173726,48.1951006064459
British Columbia,Mount Crysdale,2429,1770,1507,55.9383,-123.421,-123.837221906338,56.1701729174907,-123.837221906338,56.1701729174907
California,Clark Mountain,2418,1454,1025,35.5256,-115.5887,-115.532741523589,35.5330228311781,-115.997504287327,35.8590628405988
Arizona,Cape Final,2413,1683,1254,36.1422222222222,-111.908055555556,-112.005545258782,36.1351983087137,-111.99161730603,36.0969071076685
Yukon,Fox Mountain,2404,1284,1067,61.9224,-133.3677,-133.843554644138,62.1453259095515,-133.843554644138,62.1453259095515
Bosnia-Herzegovina,Veliki Magli?,2386,1905,1581,43.2811111111111,18.7330555555556,18.7454463776138,43.3261605089492,18.7977619320888,43.2473838609781
Texas,Emory Peak,2381,1382,1038,29.246,-103.3053,-103.588730823375,29.4939384649072,-103.588730823375,29.4939384649072
Yukon,Mount Frank Rae,2362,1330,1114,64.4706,-138.5553,-138.494791903499,64.4317031632683,-138.980805787321,64.6508644849129
Montana,Northwest Peak,2350,1312,1028,48.9632,-115.9683,-115.992150809817,49.0059547205504,-116.428490517933,49.263562106733
Nunavut,Beitstad Peak,2347,2065,882,78.8007,-79.5292,-79.1037845511491,78.7668562774452,-79.2541990479517,78.7244882171521
Haiti,Pic Macaya,2347,2347,2022,18.3822,-74.0243,-74.2784084284306,18.6253771687118,-74.2784084284306,18.6253771687118
Honduras,Sierra de Agalta High Point,2335,2026,1687,14.9576,-85.9165,-85.8996343364573,14.8700694644,-85.9019527332588,14.9401116702428
Alaska,Mount Griggs,2332,2317,2095,58.3534,-155.0958,-155.621212202913,58.6259299280202,-155.074856287149,58.389085598347
Oaxaca,Cerro Atravesado,2310,2219,1603,16.7652,-94.4514,-94.8337344639161,17.1313922945564,-94.4273456523404,16.7364184507495
Alaska,Cleave Peak,2301,2235,2127,61.1256,-145.3006,-146.238335082955,61.570419728172,-146.238335082955,61.570419728172
Arizona,Vishnu Temple,2296,1635,1358,36.0888888888889,-111.935555555556,-112.351658372889,36.4255351885595,-112.351658372889,36.4255351885595
Svalbard,Jan Mayen,2277,2277,2277,71.0822222222222,-8.17833333333333,-8.79573886155698,71.2795065760591,-8.79573886155698,71.2795065760591
Jamaica,Blue Mountain Peak,2256,2256,2046,18.0464444444444,-76.5788444444444,-76.7890913881457,18.2474927236733,-76.7890913881457,18.2474927236733
Washington,Abercrombie Mountain,2229,1622,1206,48.9284,-117.46,-117.927750439165,49.2348480744058,-117.413182158439,48.8648607947189
New South Wales,Mount Kosciuszko,2228,1792,1437,-36.4561111111111,148.263333333333,148.0095959531,-36.2513195857336,148.257146796238,-36.3957776759649
Yukon,Grey Hunter Peak,2214,1494,853,63.1357,-135.6359,-136.082597718055,63.3357379617821,-135.489685214156,63.1345033490956
Nunavut,Outlook Peak,2210,1627,1070,79.7397,-91.4061,-91.5440848553827,79.7015633516113,-92.5074544940681,79.930384874156
