Continent,state,Name,summit,broadrelief,steeprelief,lat,lon,broadcoord.X,broadcoord.Y,steepcoord.X,steepcoord.Y
NORTHERN AMERICA,Québec,Mont Tremblant,932,717,386,46.2488888888889,-74.5594444444444,-74.684977994915,46.3372987841229,-74.5323999880287,46.2631448973082
SOUTHERN AMERICA,Montserrat,Soufriere Hills Volcano,914,914,888,16.7122222222222,-62.1755555555556,-62.2605923458586,16.7952018960168,-62.2605923458586,16.7952018960168
NORTHERN AMERICA,Alaska,Kusilvak High Point,885,700,636,62.9285,-161.7461,-161.918324947001,63.0071224076158,-161.918324947001,63.0071224076158
NORTHERN AMERICA,Maryland,Dans Mountain,882,684,536,39.5816666666667,-78.8975,-79.0052382127179,39.6649748269358,-78.8858028234598,39.5772076808413
NORTHERN AMERICA,Yukon,Melville Hills High Point,876,134,0,69.2425,-121.5391,-121.758103018308,69.3195898100095,-121.758103018308,69.3195898100095
NA,NA,Mount Scenery,870,870,870,17.6347222222222,-63.2377777777778,-63.3190879407081,17.7126352658095,-63.3190879407081,17.7126352658095
SOUTHERN AMERICA,French Guiana,Bellevue de L'Inini,851,703,313,3.54388888888889,-53.5747222222222,-53.6519059015715,3.62233664862805,-53.5708971747806,3.52964560237506
SOUTHERN AMERICA,Paraguay,Cerro Tres Kandú,842,689,647,-25.9019444444444,-56.16,-56.2382459413339,-25.8305696565691,-56.2382459413339,-25.8305696565691
SOUTHERN AMERICA,Grenada,Mount Saint Catherine,840,839,685,12.1622611111111,-61.675,-61.7518797818816,12.2380478685854,-61.685244889464,12.1680010966589
NORTHERN AMERICA,Arkansas,Signal Hill,839,719,582,35.1671,-93.6447,-93.6376220701862,35.1436193530445,-93.7337459655865,35.2404826911884
NORTHERN AMERICA,Manitoba,Baldy Mountain,831,107,0,51.47,-100.72,-100.807245834974,51.5256491859973,-100.807245834974,51.5256491859973
NORTHERN AMERICA,New Brunswick,Mount Carleton,820,570,326,47.3780277777778,-66.8761055555555,-66.9833149906637,47.4514180837289,-66.9037180237958,47.3840058438765
NORTHERN AMERICA,Oklahoma,Rich Mountain,815,556,483,34.6877777777778,-94.5602777777778,-94.5681918890406,34.7105385779754,-94.5545478004043,34.697017283695
NORTHERN AMERICA,Greenland,Point 813,813,0,0,76.4035,-68.7271,-69.0336048177034,76.4749329476855,-69.0336048177034,76.4749329476855
NORTHERN AMERICA,Newfoundland,The Cabox,812,774,451,48.8331,-58.4843,-58.518298139297,48.8533725592248,-58.4876386441636,48.8556255703146
NORTHERN AMERICA,Oklahoma,Sugar Loaf Mountain,780,629,574,35.0263888888889,-94.4686111111111,-94.5521249879353,35.0951802695159,-94.4753493599681,35.0163383039588
NORTHERN AMERICA,North Dakota,Boundary Butte,774,72,0,48.9994444444444,-100.43,-100.501200977569,49.0470351205504,-100.501200977569,49.0470351205504
NORTHERN AMERICA,Northwest Territories,Melville Island High Point,762,236,217,75.3694,-115.0827,-115.34961841677,75.4364844137023,-115.047080206668,75.3649626812856
NORTHERN AMERICA,Pennsylvania,Tuscarora Mountain,750,572,502,39.9502777777778,-77.9369444444444,-78.0297806984295,40.0229660545533,-77.9243659483597,39.9441978517164
NORTHERN AMERICA,New York,Mount Frissell,747,575,440,42.0504944444444,-73.4823722222222,-73.5087716461997,42.0645810712592,-73.5783318261388,42.1230631785266
NORTHERN AMERICA,Alabama,Cheaha Mountain,733,460,337,33.4854,-85.8086,-85.8242580776613,33.4993288125763,-85.816186511077,33.4948215407505
NORTHERN AMERICA,Northwest Territories,Durham Heights,724,709,290,71.1358,-122.9531,-123.150831313593,71.1996431658725,-122.983962877205,71.1213230106191
ANTARCTIC,Falkland Is.,Mount Usborne,705,666,579,-51.6919444444444,-58.8338888888889,-58.9338957505832,-51.6283126896864,-58.8255752118437,-51.6822822179608
NORTHERN AMERICA,Minnesota,Eagle Mountain,702,153,0,47.8974,-90.5606,-90.5621377540814,47.8896203876626,-90.6290676892882,47.9435624019749
NORTHERN AMERICA,Ontario,Ishpatina Ridge,693,317,186,47.3169444444444,-80.7488888888889,-80.8311800518245,47.3734462335422,-80.7616537408161,47.3217558756423
NORTHERN AMERICA,Alaska,Tooth Benchmark,673,404,211,63.592,-170.3804,-170.352287563258,63.60451170917,-170.513726117232,63.6515500284593
NORTHERN AMERICA,Pennsylvania,Shade Mountain - Snyder County High Point,667,476,234,40.6988888888889,-77.2216666666667,-77.2173466301387,40.7201858460407,-77.3061685153623,40.7629291216355
NORTHERN AMERICA,Aleutian Is.,Buldir Volcano,656,656,656,52.3482,175.9105,175.815941699805,52.4071605722508,175.815941699805,52.4071605722508
NORTHERN AMERICA,Northwest Territories,Victoria Island High Point,655,197,0,71.8528,-112.6073,-112.626707888916,71.8512307083948,-112.792630273061,71.9116353357106
NORTHERN AMERICA,Maryland,Quirauk Mountain,652,452,194,39.6966666666667,-77.5125,-77.5298148010652,39.7013038080789,-77.5239841563818,39.6968011941251
NORTHERN AMERICA,Ontario,Kwagama Hill,642,324,156,47.4147222222222,-84.5588888888889,-84.6423962015081,47.4727512289755,-84.5495481332302,47.4075711993557
NORTHERN AMERICA,Nunavut,Mathiassen Mountain,625,184,180,64.7403,-83.1573,-83.2861484935113,64.7951823236231,-83.2861484935113,64.7951823236231
NORTHERN AMERICA,Michigan,Mount Arvon,603,146,0,46.7557,-88.1553,-88.1507837754135,46.7633011424817,-88.2326637498889,46.8082527264017
NORTHERN AMERICA,Michigan,Mount Curwood,603,102,0,46.7030555555556,-88.2394444444444,-88.3167328219114,46.7556088156526,-88.3167328219114,46.7556088156526
SOUTHERN AMERICA,Netherlands Leeward Is.,Mazinga,600,605,600,17.4763888888889,-62.9597222222222,-63.0155229951698,17.5312716530604,-63.0155229951698,17.5312716530604
NORTHERN AMERICA,Wisconsin,Timms Hill,595,46,0,45.4508,-90.1954,-90.2507273350896,45.4906009624449,-90.2507273350896,45.4906009624449
NORTHERN AMERICA,Michigan,Summit Peak,595,152,0,46.7472222222222,-89.7716666666667,-89.7693768229553,46.7398008511189,-89.8283079293496,46.7870134994561
NORTHERN AMERICA,Wisconsin,Rib Mountain,586,226,0,44.9208333333333,-89.695,-89.6894897528084,44.9292467428869,-89.7496889695438,44.9607282945396
NORTHERN AMERICA,Greenland,Point 574,574,0,0,82,-59.1667,-59.5302105758653,82.0503022365564,-59.5302105758653,82.0503022365564
NORTHERN AMERICA,Wisconsin,Mount Whittlesey,571,164,0,46.3008333333333,-90.6175,-90.6669202773869,46.3363128712034,-90.6669202773869,46.3363128712034
NORTHERN AMERICA,Ontario,Sleeping Giant,563,384,384,48.3508333333333,-88.8975,-88.9718452843039,48.4002259454952,-88.9043137545708,48.3530364222377
NORTHERN AMERICA,New Jersey,High Point,549,373,198,41.3209,-74.6616,-74.6730087040098,41.3348108004083,-74.6550899450355,41.328058091789
NORTHERN AMERICA,Missouri,Taum Sauk Mountain,540,165,0,37.5713,-90.7291,-90.7904375815979,37.6216045244287,-90.7904375815979,37.6216045244287
NORTHERN AMERICA,Ontario,Silver Peak,539,337,192,46.1111111111111,-81.2894444444444,-81.3484095301042,46.1533347081121,-81.2804552527666,46.1061176569176
NORTHERN AMERICA,Nova Scotia,White Hill,535,131,0,46.7040166666667,-60.5987555555556,-60.6673999291035,46.7512680246463,-60.6673999291035,46.7512680246463
NORTHERN AMERICA,Wisconsin,Blue Mounds,524,232,0,43.0280555555556,-89.8525,-89.9036323619099,43.0648149693069,-89.9036323619099,43.0648149693069
SOUTHERN AMERICA,British Virgin Is.,Mount Sage,521,521,521,18.4094722222222,-64.6555777777778,-64.7041909996786,18.4556781074469,-64.7041909996786,18.4556781074469
NORTHERN AMERICA,Michigan,Grove Hill,521,55,0,44.1375,-85.3447222222222,-85.3950520419756,44.1732626243147,-85.3950520419756,44.1732626243147
NORTHERN AMERICA,Michigan,Briar Hill,519,143,0,44.3661111111111,-85.6794444444444,-85.6795071803168,44.3750654325688,-85.7297189482721,44.4020523056649
NORTHERN AMERICA,Minnesota,Moose Mountain,515,336,197,47.6511111111111,-90.735,-90.778084480294,47.680468838958,-90.734800363565,47.6445004125384
SOUTHERN AMERICA,Uruguay,Cerro Catedral,514,337,163,-34.3830555555556,-54.6738888888889,-54.6636121443609,-34.394819353648,-54.6826422158241,-34.3858047321199
NORTHERN AMERICA,Iowa,Hawkeye Point,509,18,0,43.4602,-95.7089,-95.7101972566626,43.4525043314531,-95.7472844799211,43.488500910867
NA,NA,Hall Island High Point,507,507,507,60.6647,-173.0887,-173.179267735984,60.7100367761345,-173.179267735984,60.7100367761345
NORTHERN AMERICA,Ontario,Peak 489,489,275,221,46.0666666666667,-81.3833333333333,-81.4357793880386,46.1043954652171,-81.3872753836743,46.0661717794532
NORTHERN AMERICA,Minnesota,Murphy Mountain,488,228,0,47.7575,-90.4336111111111,-90.4299438083102,47.7487308109509,-90.4733119947145,47.7846998560432
NORTHERN AMERICA,Wisconsin,Sauk Point,486,212,0,43.4277777777778,-89.6541666666667,-89.6515118677446,43.4184618935459,-89.7009363506358,43.4612061797854
NORTHERN AMERICA,Michigan,Cuyahoga Peak,485,306,160,46.8136111111111,-89.7130555555556,-89.7553348612401,46.8430633862325,-89.7225554558221,46.8160844647562
NORTHERN AMERICA,Iowa,Carroll County High Point,475,26,0,41.9925,-95.0733333333333,-95.0754451906677,41.988673665916,-95.105629354413,42.0179291114425
NORTHERN AMERICA,Kansas,Pottawatomie County High Point,475,29,0,39.5063888888889,-96.3875,-96.3943015933468,39.5033713489249,-96.4175665335699,39.5303885342538
SOUTHERN AMERICA,Virgin Is.,Crown Mountain,474,474,466,18.3571,-64.9732,-65.01734970407,18.4007775326609,-64.9771263998882,18.34883320228
NORTHERN AMERICA,Ohio,Campbell Hill,472,49,0,40.3703,-83.7201,-83.7146253435848,40.3654818551293,-83.7617413048876,40.4014969309531
NORTHERN AMERICA,Maine,Cadillac Mountain,466,464,360,44.3513888888889,-68.2266666666667,-68.2865985963466,44.3938950247836,-68.2332510050993,44.3489138723944
NORTHERN AMERICA,New Jersey,Mount Tammany,464,377,371,40.9697222222222,-75.1105555555555,-75.1712463744733,41.0160352412131,-75.1147729660399,40.9687766471826
NORTHERN AMERICA,Michigan,Huron Mountain,460,267,197,46.8783333333333,-87.9216666666667,-87.9804161448406,46.9190221703703,-87.9278984800574,46.8830557206629
NORTHERN AMERICA,Missouri,Black Mountain,458,288,165,37.4691666666667,-90.4961111111111,-90.4887075341687,37.4615528816312,-90.4971849445175,37.4638056370446
NORTHERN AMERICA,Ontario,Pie Island High Point,455,276,250,48.2352777777778,-89.1608333333333,-89.2204486357564,48.2764062194469,-89.1665545858333,48.2359521236237
NORTHERN AMERICA,Michigan,Mount Bohemia,447,268,233,47.3916666666667,-88.0136111111111,-88.0712051067666,47.4312731046472,-88.0082470749807,47.3885634183766
NORTHERN AMERICA,Wisconsin,Devil's Lake West Bluff,447,158,155,43.4202777777778,-89.7386111111111,-89.7373143788369,43.4279734657649,-89.7373145707054,43.4189726454148
NORTHERN AMERICA,Connecticut,North Preston Hill,441,329,173,41.7208333333333,-73.5133333333333,-73.5719585533947,41.7647103707775,-73.4998148102032,41.7152053424572
NORTHERN AMERICA,Michigan,Mount Desor,425,161,0,47.9558333333333,-89.0116666666667,-89.0669351867021,47.992918812543,-89.0669351867021,47.992918812543
NORTHERN AMERICA,Kansas,Goodwin Hill,415,55,0,39.1072222222222,-96.5711111111111,-96.5752158374295,39.1152839280608,-96.5954542723673,39.1265409291069
PACIFIC,Guam,Mount Lamlam,406,406,343,13.3397,144.6655,144.629172102962,13.3764403238698,144.661484753479,13.3357680511823
NORTHERN AMERICA,Missouri,Mudlick Mountain,400,273,178,37.2619444444444,-90.5244444444444,-90.5697280981673,37.2978422621671,-90.5189764298926,37.2685669694969
NORTHERN AMERICA,Campeche,Cerro Champerico,390,74,0,17.9088888888889,-89.47,-89.5062947089331,17.9441675545953,-89.5062947089331,17.9441675545953
NORTHERN AMERICA,Indiana,Hoosier Hill,383,17,0,40.0012,-84.8487,-84.880037603742,40.0266382316623,-84.880037603742,40.0266382316623
NORTHERN AMERICA,Illinois,Charles Mound,376,65,0,42.5041,-90.2398,-90.2443621515772,42.5007240513304,-90.271748795205,42.5277264766369
NORTHERN AMERICA,Ohio,West Rome Hill,354,202,180,38.6775,-83.3986111111111,-83.4254526717784,38.6992518169592,-83.3967149183858,38.6789863385247
NORTHERN AMERICA,Michigan,Empire Bluffs,340,165,164,44.7997222222222,-86.0713888888889,-86.1128019059165,44.8287352961793,-86.0748644281535,44.7972475373866
NORTHERN AMERICA,Iowa,Marching Bears Ridge,335,148,0,43.0658333333333,-91.1888888888889,-91.2146170746593,43.0852284016055,-91.2146170746593,43.0852284016055
NORTHERN AMERICA,Illinois,Williams Hill,324,150,0,37.5825,-88.4758333333333,-88.4673983656556,37.5869596082348,-88.5126989861657,37.6117314359239
NORTHERN AMERICA,Indiana,Washington County High Point,320,51,0,38.6416666666667,-85.9872222222222,-85.9925629552843,38.6374776737711,-86.0241652555188,38.6712530730356
NORTHERN AMERICA,Illinois,Bald Knob,311,182,0,37.5519444444444,-89.3461111111111,-89.3362093520702,37.5485652789143,-89.381489422686,37.5800952934688
NORTHERN AMERICA,Indiana,Williams Benchmark,296,172,0,38.1736111111111,-85.9133333333333,-85.9472974662487,38.2008584673122,-85.9472974662487,38.2008584673122
NORTHERN AMERICA,Rhode I.,Jerimoth Hill,247,39,0,41.8493,-71.7789,-71.7832955476493,41.8550170045936,-71.8134129151491,41.8752693042243
NORTHERN AMERICA,Mississippi,Woodall Mountain,246,76,0,34.7877,-88.2416,-88.2440584632258,34.7901788566447,-88.2686497085424,34.8104576903656
NORTHERN AMERICA,Ohio,Peninsula Hill,244,70,0,41.245,-81.5519444444444,-81.5441296459713,41.250897511709,-81.5739608947434,41.2621509739075
NORTHERN AMERICA,Quintana Roo,Cerro El Charro,240,73,0,18.1019444444444,-88.8930555555556,-88.915119057973,18.1237625077109,-88.915119057973,18.1237625077109
NORTHERN AMERICA,Mississippi,Choctaw County High Point,220,54,0,33.1283333333333,-89.3105555555556,-89.3327963634359,33.1479423911192,-89.3327963634359,33.1479423911192
NORTHERN AMERICA,Yucatán,Cerro Benito Juaréz,210,65,0,19.9363888888889,-89.3327777777778,-89.3284315232748,19.9382406150835,-89.3523139828499,19.9540475771508
NORTHERN AMERICA,Rhode I.,Beacon Pole Hill,168,55,0,41.9952777777778,-71.4516666666667,-71.4553474249831,41.9902810058849,-71.4764761333322,42.0150368154412
NORTHERN AMERICA,Louisiana,Driskill Mountain,163,63,0,32.4249,-92.8967,-92.9001555790379,32.4287324203985,-92.9161072978589,32.4422573573212
NORTHERN AMERICA,Louisiana,Bossier Parish High Point,143,68,0,32.9366666666667,-93.7416666666667,-93.7611850316153,32.9540225767436,-93.7611850316153,32.9540225767436
NORTHERN AMERICA,Prince Edward I.,Prince Edward Island High Point,140,52,0,46.3311111111111,-63.4188888888889,-63.4172653447465,46.3367337310359,-63.443247038344,46.3479764135645
NORTHERN AMERICA,Delaware,Near the Ebright Azimuth,137,18,0,39.836,-75.5222,-75.5319554522194,39.8397372621334,-75.543642824792,39.8532453573197
NORTHERN AMERICA,District of Columbia,Point Reno,126,36,0,38.9517,-77.076,-77.0699432056437,38.9564289438634,-77.0987886847549,38.9676866515987
NORTHERN AMERICA,Mississippi,Russell Benchmark,122,22,0,32.5325,-90.6608333333333,-90.6655706313744,32.5397589392281,-90.6815411178846,32.5487747604666
NORTHERN AMERICA,Delaware,Brandywine Creek State Park High Point,122,78,0,39.8125,-75.5580555555556,-75.5660559615269,39.8175883838692,-75.5806589255478,39.8288445615016
NORTHERN AMERICA,Florida,Britton Hill,105,26,0,30.9848,-86.2824,-86.2793116093363,30.9852058355516,-86.302870496037,31.0009886057372
NORTHERN AMERICA,Delaware,Iron Hill,104,79,0,39.6402777777778,-75.7522222222222,-75.7493679005606,39.6447360800779,-75.7755855991064,39.6582438907425
NORTHERN AMERICA,Rhode I.,Pocasset Hill,99,60,0,41.6536111111111,-71.1905555555556,-71.2008204021495,41.6571670733789,-71.2128307184453,41.6706707734493
NORTHERN AMERICA,Florida,Sugarloaf Mountain,94,51,0,28.6491666666667,-81.7330555555556,-81.7374026932501,28.6498432969259,-81.7527484772944,28.6656318734628
SOUTHERN AMERICA,Navassa I.,Navassa Island high point,85,82,0,18.3968,-75.0125,-75.0171845915498,18.3968451019022,-75.0313822888696,18.4149135145838
NORTHERN AMERICA,Florida,Logan Hill,73,48,0,30.5655555555556,-84.9572222222222,-84.9594632904507,30.5636161770074,-84.9777083281096,30.5816550173181
