Continent,state,Name,summit,broadrelief,steeprelief,lat,lon,broadcoord.X,broadcoord.Y,steepcoord.X,steepcoord.Y
AUSTRALASIA,New South Wales,Mount Kosciuszko,2228,1792,1437,-36.4561111111111,148.263333333333,148.007267943953,-36.2487011610003,148.257592699263,-36.3954172288757
NORTHERN AMERICA,Yukon,Grey Hunter Peak,2214,1494,853,63.1357,-135.6359,-136.018123224066,63.3064086100985,-135.544901763831,63.1655908657444
NORTHERN AMERICA,Nunavut,Outlook Peak,2210,1627,1070,79.7397,-91.4061,-91.5425858249503,79.7018326617012,-92.5451008992013,79.9372450772756
NORTHERN AMERICA,South Dakota,Black Elk Peak,2208,784,584,43.8659,-103.5318,-103.748127602621,44.0200916009564,-103.536092342675,43.8740450183946
NORTHERN AMERICA,Greenland,Renland High Point,2200,0,0,71.3333,-26.3333,-26.9587940901491,71.5305642716467,-26.9587940901491,71.5305642716467
NORTHERN AMERICA,British Columbia,Golden Hinde,2197,2183,1744,49.6627,-125.747,-126.055402690728,49.8607648379985,-126.055402690728,49.8607648379985
NORTHERN AMERICA,Washington,Copper Butte,2179,1239,749,48.7025,-118.4656,-118.751766963523,48.8911211190236,-118.751766963523,48.8911211190236
NORTHERN AMERICA,British Columbia,Simpson Peak,2170,1195,1054,59.7234,-131.448,-131.838157184683,59.9173780971799,-131.484873286509,59.7182336007901
EUROPE,Serbia,Midžor,2169,1690,1317,43.3947222222222,22.6819444444444,22.4115569740092,43.5916554916542,22.4115569740092,43.5916554916542
NORTHERN AMERICA,Aleutian Is.,Mount Vsevidof,2149,2149,2149,53.1256,-168.6938,-169.018450831509,53.3193821551633,-169.018450831509,53.3193821551633
NORTHERN AMERICA,Alaska,Mount Douglas,2149,2149,2103,58.8598,-153.5353,-153.912478963618,59.0532042571439,-153.912478963618,59.0532042571439
NORTHERN AMERICA,Nunavut,Mount Odin,2143,2135,2103,66.5468,-65.4289,-65.9178093480031,66.7383473166672,-65.9178093480031,66.7383473166672
NORTHERN AMERICA,Montana,West Butte,2129,1063,856,48.9316,-111.5324,-111.748848857014,49.0724379452372,-111.51281828531,48.9242697526286
NORTHERN AMERICA,Alaska,Mount Chiginagak,2111,2111,2053,57.1334,-156.9912,-157.345173515796,57.323046601851,-157.345173515796,57.323046601851
EUROPE,Iceland,Hvannadalshnúkur,2110,2110,1771,64.0141666666667,-16.6775,-17.1144633768118,64.2043580517317,-16.7331560107149,63.9829837554654
NORTHERN AMERICA,Montana,Bearpaw Baldy,2109,861,667,48.1487,-109.6509,-109.862532700469,48.2883063867441,-109.646934790419,48.158097976853
NORTHERN AMERICA,Alaska,Copper Peak,2108,2024,2009,61.3297,-144.9599,-145.35830991641,61.5179731034771,-145.35830991641,61.5179731034771
SOUTHERN AMERICA,Honduras,Pico Mogotón,2106,1388,1077,13.7630777777778,-86.3983166666667,-86.5944648847563,13.9533055395456,-86.5944648847563,13.9533055395456
NORTHERN AMERICA,Greenland,Gaaseland High Point,2100,0,0,70.2,-27.6667,-28.2304174281882,70.3884745757004,-28.2304174281882,70.3884745757004
EUROPE,Sweden,Kebnekaise – Nordtoppen,2097,1574,1363,67.9044444444445,18.5269444444444,18.0204944344367,68.0933409600704,18.5246844708358,67.8811780350911
NORTHERN AMERICA,Baja California Sur,Sierra La Laguna High Point,2090,1633,1290,23.5391833333333,-109.954183333333,-110.161953028648,23.7292437333243,-109.973131159947,23.5239679336534
NORTHERN AMERICA,Alaska,Double Peak,2078,2067,1761,60.7296,-152.5861,-152.971445674459,60.9161252235995,-152.533917043755,60.7573664523144
EUROPE,Ukraine,Gora Goverla,2061,1393,1065,48.16,24.5002777777778,24.2293553844364,48.3387824546192,24.2293553844364,48.3387824546192
NORTHERN AMERICA,North Carolina,Mount Mitchell,2037,1443,1092,35.7649,-82.2651,-82.499704828044,35.9547024999414,-82.499704828044,35.9547024999414
NORTHERN AMERICA,North Carolina,Clingmans Dome,2025,1385,944,35.5629,-83.4986,-83.7312803487928,35.7515414782276,-83.5156390133719,35.5489737015565
NORTHERN AMERICA,North Carolina,Mount Guyot,2019,1564,1081,35.7052777777778,-83.2575,-83.2462779516837,35.7504761939977,-83.4899332378013,35.8944556339958
NORTHERN AMERICA,Alaska,Truuli Peak,2015,1791,1490,59.9129,-150.4348,-150.799542577625,60.0937526089968,-150.547400057536,59.9371315090995
NORTHERN AMERICA,Tennessee,Mount Le Conte,2010,1614,1192,35.6541666666667,-83.4366666666667,-83.6679503110276,35.8419064481622,-83.418939577133,35.6686309797893
NORTHERN AMERICA,Alaska,Snow Tower,2003,2003,1984,58.1724,-133.4009,-133.745300631841,58.3522636307976,-133.395210507155,58.1529620042405
NORTHERN AMERICA,North Carolina,Mount Gibbes,2003,1442,1095,35.7391666666667,-82.285,-82.5157505597331,35.9252823344903,-82.5157505597331,35.9252823344903
NORTHERN AMERICA,Greenland,Favres Bjerg,2000,0,0,73.95,-23.2,-23.8590498876137,74.1293214308234,-23.8590498876137,74.1293214308234
NORTHERN AMERICA,Alaska,Mount Harper,1994,1250,1053,64.237,-143.8442,-144.236865651477,64.4052477946352,-143.853159614484,64.2173999484367
NORTHERN AMERICA,Alaska,Pogromni Volcano,1991,1991,1615,54.5705,-164.6926,-165.004048772215,54.7492746405942,-165.004048772215,54.7492746405942
NORTHERN AMERICA,Alaska,Isthmus Peak,1991,1875,1497,60.5772,-148.8915,-149.259330149079,60.7556993765324,-149.259330149079,60.7556993765324
SOUTHERN AMERICA,Cuba,Pico Turquino,1974,1974,1678,19.9897611111111,-76.8359166666667,-77.026426362259,20.1688289303651,-76.8303274190653,19.9724626380926
NORTHERN AMERICA,North Carolina,Richland Balsam,1954,1208,812,35.3672222222222,-82.99,-83.2142629158077,35.548765865947,-82.9606648100924,35.3957456631023
NORTHERN AMERICA,Baja California Sur,Volcán Las Tres Vírgenes,1951,1723,1483,27.47,-112.5919,-112.792497399111,27.6476797089893,-112.577180926419,27.4560565365414
NORTHERN AMERICA,Nunavut,Angilaaq Mountain,1944,1036,640,73.2298,-78.623,-79.2364241986382,73.4030491752508,-79.2364241986382,73.4030491752508
NORTHERN AMERICA,Nunavut,Devon Ice Cap High Point,1920,261,0,75.3429,-82.6186,-83.3104173705705,75.5136735197234,-83.3104173705705,75.5136735197234
NORTHERN AMERICA,New Hampshire,Mount Washington,1917,1571,1270,44.2705,-71.3032666666667,-71.5651832426722,44.4583329369634,-71.2794088779717,44.2651428189302
NORTHERN AMERICA,North Carolina,Waterrock Knob,1917,1268,1009,35.4641666666667,-83.1377777777778,-83.3582226373737,35.6445424569259,-83.3582226373737,35.6445424569259
NORTHERN AMERICA,North Carolina,Roan High Knob,1915,1186,966,36.1044444444444,-82.1222222222222,-82.3442254057882,36.2827238576667,-82.1632565062217,36.1026800644892
NORTHERN AMERICA,Greenland,Peary Land High Point,1910,0,0,83.3167,-35.3333,-36.8509932853567,83.487028309861,-36.8509932853567,83.487028309861
NORTHERN AMERICA,Nunavut,Kisimngiuqtuq Peak,1905,1905,1801,70.7993,-71.6502,-72.1768875560712,70.9695189173612,-72.1768875560712,70.9695189173612
NORTHERN AMERICA,Nunavut,Qiajivik Mountain,1905,1905,1777,72.1809,-75.909,-76.4754198119463,72.3510312405678,-75.8776176822445,72.1345215706256
NORTHERN AMERICA,North Carolina,Mount Kephart,1895,1541,1181,35.6308333333333,-83.3897222222222,-83.6081856639823,35.8086837625766,-83.4145175201809,35.6669273232091
SOUTHERN AMERICA,Panama,Cerro Tacarcuna,1875,1463,1104,8.1659,-77.2959,-77.467436908271,8.33634745809511,-77.467436908271,8.33634745809511
NORTHERN AMERICA,Baja California,Cerro La Sandía,1810,1586,1136,28.4073,-113.4387,-113.411391520999,28.4449688208205,-113.625998183873,28.5711659511006
NORTHERN AMERICA,Aleutian Is.,Tanaga Volcano,1806,1806,1806,51.8838,-178.1429,-178.407956871988,52.0458611448428,-178.407956871988,52.0458611448428
NORTHERN AMERICA,Aleutian Is.,Makushin Volcano,1800,1807,1459,53.8782,-166.9299,-167.206871688448,54.0405448517214,-167.206871688448,54.0405448517214
NORTHERN AMERICA,California,Junipero Serra Peak,1788,1566,1137,36.1457,-121.4191,-121.623924291361,36.3109412601648,-121.623924291361,36.3109412601648
NORTHERN AMERICA,Alaska,Frosty Peak,1769,1769,1540,55.0672,-162.8351,-163.116796105888,55.2269913407448,-162.857396603267,55.0521518761205
NORTHERN AMERICA,New Hampshire,Mount Adams,1767,1475,1172,44.3205555555556,-71.2916666666667,-71.5348878110643,44.4949291425621,-71.5348878110643,44.4949291425621
PACIFIC,Hawaiian Is.,Puʻu Kukui,1764,1764,1429,20.8904,-156.5863,-156.758378964069,21.0516718978242,-156.758378964069,21.0516718978242
NORTHERN AMERICA,Alaska,Chunekukleik Mountain,1762,1740,1638,59.2919,-135.9529,-136.265916786511,59.4508151030759,-135.926657851523,59.3030732776227
SOUTHERN AMERICA,Nicaragua,Volcán San Cristóbal,1745,1720,1392,12.7026,-87.0057,-86.9880654482068,12.7470275205682,-87.1677058556236,12.8599694376313
NORTHERN AMERICA,Greenland,Hahn Land High Point,1744,0,0,80.4333,-19.8333,-20.7950864294801,80.5881373158795,-20.7950864294801,80.5881373158795
NORTHERN AMERICA,Virginia,Mount Rogers,1741,1000,646,36.6601,-81.5449,-81.7412032255115,36.817500585856,-81.5506608803136,36.6689760171311
NORTHERN AMERICA,Aleutian Is.,Great Sitkin Volcano,1740,1740,1740,52.0763,-176.1108,-176.367310181221,52.2330727364532,-176.367310181221,52.2330727364532
NORTHERN AMERICA,Greenland,Point 1740,1740,0,0,63.6667,-50.2167,-50.5726034736501,63.8230269424152,-50.5726034736501,63.8230269424152
NORTHERN AMERICA,Greenland,Azimuthbjerg,1738,0,0,63.4552,-41.8508,-42.2036557791717,63.6117160375849,-42.2036557791717,63.6117160375849
NORTHERN AMERICA,California,Santiago Peak,1734,1470,1276,33.7105,-117.5342,-117.513314782015,33.7549907528591,-117.732155206829,33.8742915391112
NORTHERN AMERICA,Aleutian Is.,Mount Cleveland,1730,1730,1730,52.823,-169.9465,-170.205913245233,52.9784005885271,-170.205913245233,52.9784005885271
NORTHERN AMERICA,Yukon,Manuel Peak,1722,1070,890,67.9833,-136.5833,-137.000500991328,68.1365817808805,-136.585569180312,67.9757239160337
NORTHERN AMERICA,Nunavut,McBeth-Inugsuin Peak,1721,1549,1029,69.6524,-69.3059,-69.7556738827039,69.8056940181071,-69.7556738827039,69.8056940181071
SOUTHERN AMERICA,Galápagos,Volcán Wolf,1707,1707,1606,0.0419444444444444,-91.3344444444444,-91.4929530435335,0.20115842118739,-91.4929530435335,0.20115842118739
NORTHERN AMERICA,Veracruz,Sierra de Santa Martha,1690,1570,1171,18.3455,-94.8576,-95.0192893303557,18.4983430000711,-95.0192893303557,18.4983430000711
NORTHERN AMERICA,Baja California Sur,Cerro Giganta,1690,1578,1401,26.1064,-111.5844,-111.757031566121,26.2620413978974,-111.757031566121,26.2620413978974
NORTHERN AMERICA,Tennessee,Thunderhead Mountain,1684,1309,945,35.5686111111111,-83.7063888888889,-83.8965430330996,35.7220865948622,-83.7114092218177,35.5870425288429
NORTHERN AMERICA,Alaska,Mount Tozi,1682,1229,1060,65.6865,-150.9498,-151.309626755713,65.8323065696555,-150.915984177534,65.6735369317127
NORTHERN AMERICA,North Carolina,Big Bald,1681,1113,859,35.9897222222222,-82.4902777777778,-82.6859008178444,36.1485847436905,-82.4969883701212,36.0068004144722
NORTHERN AMERICA,Greenland,J.A.D. Jensen Nunatakker,1668,0,0,62.792,-48.8483,-49.179274534282,62.9413986403023,-49.179274534282,62.9413986403023
NORTHERN AMERICA,Wyoming,Panorama Point,1656,42,0,41.0077,-104.0314,-104.026466441758,41.0136879605145,-104.133570440277,41.0856795234213
NORTHERN AMERICA,Labrador,Mount Caubvick,1652,1614,1214,58.8877851851852,-63.7097481481482,-63.9996579199158,59.0365270641376,-63.7859995971044,58.9021711536652
NORTHERN AMERICA,Alaska,Veniaminof Peak,1643,1643,1476,57.0151,-134.9882,-135.261968732183,57.1623850786486,-135.261968732183,57.1623850786486
NORTHERN AMERICA,Washington,Round Mountain,1629,1549,1478,48.3265,-121.7507,-121.973377003693,48.4727361966282,-121.743487701986,48.3088283541259
NORTHERN AMERICA,New York,Mount Marcy,1629,1121,760,44.1127666666667,-73.9237333333333,-74.1487507983038,44.272604531349,-73.8858299017892,44.0995757768364
AUSTRALASIA,Tasmania,Mount Ossa,1617,1232,986,-41.8708333333333,146.033333333333,145.836538621056,-41.7232348357719,146.01676748799,-41.8832116193175
NORTHERN AMERICA,Alaska,Mount Prindle,1611,917,773,65.461,-146.4758,-146.808082093552,65.5967359735266,-146.808082093552,65.5967359735266
NORTHERN AMERICA,Aleutian Is.,Mount Carlisle,1610,1610,1610,52.8913,-170.058,-170.299864818028,53.0350541983747,-170.299864818028,53.0350541983747
NORTHERN AMERICA,Maine,Katahdin,1606,1434,1188,45.9044,-68.9213333333333,-69.1338218571943,46.0508962251159,-69.1338218571943,46.0508962251159
NORTHERN AMERICA,Alaska,Kuskokwim High Point,1600,1477,1302,60.1159,-159.3241,-159.615369800059,60.2603102160085,-159.615369800059,60.2603102160085
PACIFIC,Hawaiian Is.,Kawaikini,1598,1483,1284,22.0586,-159.4973,-159.654649204717,22.2032436455274,-159.654649204717,22.2032436455274
NORTHERN AMERICA,New Hampshire,Mount Lafayette,1598,1310,1069,44.1605555555556,-71.6444444444444,-71.8657520755002,44.3186893751774,-71.6651302247474,44.1479091569479
NORTHERN AMERICA,Yukon,Cap Mountain,1577,1319,1053,63.4063,-123.2061,-123.513658665816,63.5423766645664,-123.227000341711,63.3879523915656
NORTHERN AMERICA,Tennessee,Unaka Mountain,1576,1056,791,36.1338888888889,-82.2969444444444,-82.481212604106,36.2819508913231,-82.2975556338325,36.1536704882798
NORTHERN AMERICA,Aleutian Is.,Gareloi Volcano,1573,1573,1573,51.788,-178.794,-179.024491937238,51.9283861699567,-179.024491937238,51.9283861699567
NORTHERN AMERICA,New York,Algonquin Peak,1559,1029,871,44.1436111111111,-73.9866666666667,-74.2030114890427,44.2985150424628,-73.99310436939,44.1547255221012
SOUTHERN AMERICA,Panama,Cerro Hoya,1559,1534,1175,7.3179,-80.681,-80.8234571780876,7.45825765065871,-80.8234571780876,7.45825765065871
NORTHERN AMERICA,Aleutian Is.,Korovin Volcano,1533,1533,1533,52.3816,-174.1653,-174.392976816764,52.5188332320095,-174.392976816764,52.5188332320095
NORTHERN AMERICA,Alaska,Black Mountain,1530,1081,911,68.5598,-160.3281,-160.70839465745,68.6967627547126,-160.338509470107,68.5492656437071
NORTHERN AMERICA,Oklahoma,Black Mesa,1516,199,161,36.9318,-102.9979,-102.998741753241,36.9243659691303,-102.990323775663,36.928871198885
PACIFIC,Hawaiian Is.,Kamakou,1512,1512,1380,21.1065,-156.8682,-157.016225415836,21.2453908373111,-157.016225415836,21.2453908373111
NORTHERN AMERICA,North Carolina,Gregory Bald,1509,1168,797,35.5205555555556,-83.8652777777778,-84.0359545525656,35.6582887892448,-83.8978519861057,35.5119436919335
NORTHERN AMERICA,New Hampshire,South Twin,1493,1109,779,44.1877777777778,-71.5544444444444,-71.7626483956296,44.3351360226708,-71.5713865242608,44.1688323104361
NORTHERN AMERICA,West Virginia,Spruce Knob,1482,932,648,38.69985,-79.5329,-79.4897211648162,38.7224075996509,-79.518473696338,38.6976420927806
NORTHERN AMERICA,New York,Whiteface Mountain,1482,1223,1122,44.3658333333333,-73.9030555555556,-74.1105124957114,44.5141781928478,-73.8779043223449,44.3613758989889
NORTHERN AMERICA,New York,Dix Mountain,1481,1187,787,44.0825,-73.7866666666667,-73.993000965116,44.2309443193619,-73.7958422515951,44.0758847875736
NORTHERN AMERICA,Alaska,Kootznoowoo Peak,1478,1477,1392,57.7891,-134.4546,-134.706281796882,57.922050244555,-134.478381107677,57.7763928115819
NORTHERN AMERICA,New Hampshire,Carter Dome,1475,1161,824,44.2675,-71.1791666666667,-71.3853910557967,44.4142297851331,-71.1970248481841,44.3041714027483
SOUTHERN AMERICA,Guadeloupe,La Grande Soufrière,1467,1467,1046,16.04495,-61.6638444444444,-61.802661052336,16.1773382520499,-61.6437058523065,16.0486089330038
NORTHERN AMERICA,New Hampshire,Mount Moosilauke,1463,1220,881,44.0233333333333,-71.8313888888889,-72.0352561899956,44.1689037128917,-71.810242153865,44.0385861426254
NORTHERN AMERICA,Georgia,Brasstown Bald,1458,895,753,34.8744,-83.8111,-83.8269084239108,34.8929227566207,-83.8187023234601,34.8816560373756
NORTHERN AMERICA,West Virginia,Mount Porte Crayon,1454,871,594,38.9288888888889,-79.4561111111111,-79.6319089246816,39.0641890542605,-79.4124694706133,38.9156842238623
NORTHERN AMERICA,Alaska,Mount Angayukaqsraq,1448,1148,850,67.7083,-159.4053,-159.752085000045,67.8369991488258,-159.437280666684,67.6961478454026
SOUTHERN AMERICA,Dominica,Morne Diablotins,1447,1447,1446,15.5038888888889,-61.3980555555556,-61.5346358797669,15.6358346186546,-61.5346358797669,15.6358346186546
NORTHERN AMERICA,Alaska,Mount Osborn,1437,1427,1159,64.9922,-165.3294,-165.638065481871,65.1219803960508,-165.638065481871,65.1219803960508
NORTHERN AMERICA,Nebraska,South Bluff,1435,206,166,41.8208333333333,-103.714722222222,-103.817091496207,41.8973609373559,-103.711652884074,41.8231291395582
NORTHERN AMERICA,New Hampshire,Mount Carrigain,1426,1191,821,44.0936111111111,-71.4469444444445,-71.6464109867066,44.2357675620906,-71.4336461164785,44.0896954378448
NORTHERN AMERICA,New York,Giant Mountain,1411,1245,1028,44.1611111111111,-73.7202777777778,-73.9180899428325,44.3023687758095,-73.9180899428325,44.3023687758095
NORTHERN AMERICA,Alaska,Mount Reid,1400,1398,1199,55.7065,-131.2472,-131.474539906843,55.8343247954228,-131.474539906843,55.8343247954228
SOUTHERN AMERICA,Martinique,Montagne Pelée,1395,1395,1247,14.8091666666667,-61.1655555555556,-61.2964775687578,14.9348895149698,-61.2964775687578,14.9348895149698
NORTHERN AMERICA,Saskatchewan,Saskatchewan High Point,1392,147,0,49.5511111111111,-109.987222222222,-110.103559171189,49.6283314051699,-110.103559171189,49.6283314051699
NORTHERN AMERICA,Alaska,Koniag Peak,1378,1378,1212,57.3548,-153.3235,-153.55578913139,57.4786358890563,-153.55578913139,57.4786358890563
EUROPE,Great Britain,Ben Nevis,1345,1345,1326,56.7969444444444,-5.00361111111111,-5.22765098690819,56.9189187471311,-5.22765098690819,56.9189187471311
NORTHERN AMERICA,Vermont,Mount Mansfield,1340,1197,1060,44.5438,-72.8144,-73.0045309854937,44.6779519685783,-73.0045309854937,44.6779519685783
SOUTHERN AMERICA,Puerto Rico,Cerro de Punta,1338,1194,935,18.1722,-66.5917,-66.7198112216598,18.2937209304228,-66.5826745126944,18.1559821836683
NORTHERN AMERICA,California,Copernicus Peak,1336,1018,739,37.3468,-121.63,-121.786852341132,37.471713244754,-121.642697634991,37.3524307455367
SOUTHERN AMERICA,Bolivia,Serrania de Santiago,1320,983,913,-18.1197222222222,-60.0202777777778,-60.1367551639463,-18.0075182080978,-60.0305307142226,-18.1363009888533
NORTHERN AMERICA,Aleutian Is.,Herbert Volcano,1311,1311,1311,52.7405,-170.1142,-170.310686052161,52.8572927959093,-170.310686052161,52.8572927959093
NORTHERN AMERICA,Guadalupe I.,Isla Guadalupe High Point,1310,1310,1310,29.1016,-118.3132,-118.449213536783,29.2190449413913,-118.449213536783,29.2190449413913
EUROPE,Great Britain,Ben Macdui,1309,950,749,57.0699888888889,-3.66906388888889,-3.69456349693192,57.1122361052415,-3.89724059747415,57.1928492160046
NORTHERN AMERICA,Aleutian Is.,Mount Kanaga,1307,1307,1307,51.9238,-177.1623,-177.354603791198,52.0409741915612,-177.354603791198,52.0409741915612
NORTHERN AMERICA,Aleutian Is.,Mount Akutan,1296,1296,1240,54.133,-165.9854,-166.186445070057,54.2486822100959,-166.186445070057,54.2486822100959
NORTHERN AMERICA,Maine,Sugarloaf Mountain,1295,1065,779,45.0317333333333,-70.3132666666667,-70.4992812322175,45.1631810773621,-70.4992812322175,45.1631810773621
NORTHERN AMERICA,Vermont,Killington Peak,1289,1082,544,43.6047222222222,-72.8202777777778,-73.0010676036328,43.7345014044005,-72.811792233006,43.6131373963812
NORTHERN AMERICA,Virginia,Apple Orchard Mountain,1287,1063,857,37.5172222222222,-79.5111111111111,-79.6645742584583,37.6383519663742,-79.6645742584583,37.6383519663742
NORTHERN AMERICA,Québec,Mont Jacques-Cartier,1276,803,533,48.9875611111111,-65.9481777777778,-65.9843367716886,49.0154756778424,-65.9262353209422,49.0177272449493
NORTHERN AMERICA,New York,Slide Mountain,1275,1102,728,41.9991833333333,-74.3858666666667,-74.3281208089247,41.9904808910329,-74.3794084142934,42.0085013133928
NORTHERN AMERICA,Kentucky,Black Mountain,1262,742,502,36.9142,-82.8938,-83.0271339243622,37.0212198981485,-82.931564459634,36.9199159689833
SOUTHERN AMERICA,Cuba,Gran Piedra,1249,1249,1049,20.0115,-75.627,-75.7481216275256,20.1251392493282,-75.7481216275256,20.1251392493282
NORTHERN AMERICA,Virginia,The Priest,1240,1042,929,37.8197222222222,-79.0622222222222,-79.2109558535078,37.9360765008235,-79.0403597719787,37.8167920824617
PACIFIC,Hawaiian Is.,Kaʻala,1237,1237,1098,21.5079,-158.1426,-158.262027782956,21.6197118735752,-158.150947027043,21.4865402785426
SOUTHERN AMERICA,St.Vincent,La Soufrière,1234,1234,1234,13.3477388888889,-61.1761055555556,-61.288912673928,13.4587558129882,-61.288912673928,13.4587558129882
NORTHERN AMERICA,Virginia,Hawksbill,1234,1034,728,38.5552777777778,-78.3952777777778,-78.5448326348078,38.6721563041776,-78.412661072182,38.566401899207
NORTHERN AMERICA,Colorado,Mount Sunflower,1232,40,0,39.022,-102.0371,-102.117253008011,39.0856118099799,-102.117253008011,39.0856118099799
SOUTHERN AMERICA,Surinam,Julianatop,1230,1081,909,3.68277777777778,-56.5355555555556,-56.6550681552108,3.80236750560385,-56.5312798313812,3.67350835954421
NORTHERN AMERICA,Alaska,Peak 4030,1228,847,618,64.4535,-159.4152,-159.668730196992,64.5640149149672,-159.42881071696,64.4610789076587
NORTHERN AMERICA,Aleutian Is.,Anvil Peak,1221,1221,1221,51.9859,179.6021,179.425760270476,52.0950992376544,179.425760270476,52.0950992376544
NORTHERN AMERICA,Aleutian Is.,Kiska Volcano,1220,1220,1220,52.1027,177.603,177.426344129097,52.2119865945622,177.426344129097,52.2119865945622
EUROPE,Great Britain,Ben Lawers,1214,1108,1023,56.5455555555556,-4.22083333333333,-4.41885623300335,56.6563524490543,-4.19475059199867,56.5307797952754
NORTHERN AMERICA,Baja California,Isla Cedros High Point,1200,1200,1155,28.1301,-115.2206,-115.342613860324,28.2385530037426,-115.342613860324,28.2385530037426
NORTHERN AMERICA,Labrador,Mealy Mountains High Point,1190,740,574,53.6465,-58.5536,-58.5085892497056,53.6687290402132,-58.5690889821797,53.6170735328798
EUROPE,Great Britain,Càrn Eige,1183,1097,915,57.2876583333333,-5.11607777777778,-5.31191372677289,57.3950350212674,-5.13307944352685,57.2964121728537
NORTHERN AMERICA,Québec,Mont Raoul-Blanchard,1175,736,509,47.3097222222222,-70.8317111111111,-71.0096562566529,47.4294377095905,-71.0096562566529,47.4294377095905
SOUTHERN AMERICA,Belize,Doyle's Delight,1174,696,322,16.4941333333333,-89.0455777777778,-89.0238026469066,16.4835144475315,-89.0401922810107,16.4925518850772
NORTHERN AMERICA,British Columbia,Mount Moresby,1164,1164,1164,53.0191,-132.0856,-132.25790709744,53.1242436482576,-132.25790709744,53.1242436482576
SOUTHERN AMERICA,St.Kitts-Nevis,Mount Liamuiga,1156,1156,1126,17.3684166666667,-62.8029777777778,-62.9111069241263,17.4724320655249,-62.7887213299608,17.382105078569
NORTHERN AMERICA,Chiapas,Tabasco High Point,1140,1112,1008,17.4105555555556,-92.8394444444444,-92.9462795475232,17.5135772437903,-92.9462795475232,17.5135772437903
SOUTHERN AMERICA,Cuba,Pico San Juan,1140,1029,470,21.9853,-80.1327,-80.1599504858562,21.9463290174192,-80.1575385998918,21.9937420700196
NORTHERN AMERICA,Québec,Mont Yapeitso,1135,451,408,52.3223,-70.4451,-70.5939008127995,52.4131981128727,-70.4432664854208,52.3279167735015
SOUTHERN AMERICA,Rondônia,Pico do Tracuá,1126,764,501,-10.8316666666667,-63.5769444444445,-63.6744446089453,-10.7336974002446,-63.5693086553262,-10.8195975066711
NORTHERN AMERICA,Québec,Mont Veyrier,1104,362,310,51.5309,-68.0763,-68.2339350301875,51.6304267369445,-68.2339350301875,51.6304267369445
EUROPE,Great Britain,Snowdon,1085,1082,1025,53.0684972222222,-4.07623055555556,-4.24528634690165,53.1712185799444,-4.24528634690165,53.1712185799444
NORTHERN AMERICA,South Carolina,Sassafras Mountain,1083,693,369,35.0651,-82.7773,-82.9021602521153,35.1675665648308,-82.9021602521153,35.1675665648308
NORTHERN AMERICA,Tennessee,Cross Mountain,1077,815,732,36.1983333333333,-84.2305555555556,-84.3408151841152,36.2892587203438,-84.2183809823971,36.1946828313828
NORTHERN AMERICA,North Dakota,White Butte,1069,120,0,46.387,-103.3027,-103.296654660407,46.3889340047643,-103.384493489378,46.4451305984354
NORTHERN AMERICA,Massachusetts,Mount Greylock,1063,862,742,42.6373,-73.1659,-73.141815081064,42.6505754984406,-73.1540133999262,42.6325732961965
NORTHERN AMERICA,Revillagigedo Is.,Volcán Everman,1050,1015,740,18.8,-110.9833,-111.081773007332,18.8937042450933,-110.982114368967,18.7808021514095
NORTHERN AMERICA,Greenland,Haffner Bjerg,1050,0,0,76.3426,-62.3453,-62.7414105843712,76.4352276872653,-62.7414105843712,76.4352276872653
NORTHERN AMERICA,Labrador,Man O'War Peak,1050,1050,702,56.9686,-61.6692,-61.8402022704722,57.0616499144963,-61.6465887978984,56.9764554031269
EUROPE,Ireland,Carrauntoohil,1039,1037,965,51.9994444444444,-9.74277777777778,-9.89605785759922,52.0936668597815,-9.72101635359398,51.9859164411271
NORTHERN AMERICA,Maryland,Hoye-Crest,1027,296,222,39.2374,-79.4855,-79.5022364826469,39.2356423549308,-79.6095474511114,39.3346583419245
NORTHERN AMERICA,Tennessee,Frozen Head,1013,619,566,36.1225,-84.4577777777778,-84.4650516161251,36.1008255076439,-84.4511691145359,36.1143438060524
NORTHERN AMERICA,Alaska,Blackburn Hills,1004,938,816,63.4107,-159.6559,-159.854986771193,63.5010357378259,-159.854986771193,63.5010357378259
NORTHERN AMERICA,North Dakota,Kildeer Mountain,1000,144,0,47.4436111111111,-102.943055555556,-103.026074777267,47.4997513577493,-103.026074777267,47.4997513577493
NORTHERN AMERICA,South Carolina,Hogback Mountain,982,692,622,35.17,-82.2905555555556,-82.2671223834185,35.159947583467,-82.2863299015076,35.1599497665179
NORTHERN AMERICA,Pennsylvania,Mount Davis,979,269,267,39.786,-79.1768,-79.2962107374029,39.87857039379,-79.2962107374029,39.87857039379
EUROPE,Great Britain,Scafell Pike,978,930,906,54.4541666666667,-3.21166666666667,-3.36982337747731,54.5462800688716,-3.24226950896688,54.4520516425125
PACIFIC,Northern Marianas,Mount Agrihan,977,977,975,18.7681,145.6732,145.581675557587,18.8571103208865,145.683679831776,18.762272571557
SOUTHERN AMERICA,St.Lucia,Mount Gimie,950,949,783,13.8636111111111,-61.0116666666667,-61.0985179893596,13.9482408933795,-61.0985179893596,13.9482408933795
SOUTHERN AMERICA,Trinidad-Tobago,Aripo Peak,940,928,787,10.7230777777778,-61.24745,-61.3330863306311,10.8079114219676,-61.3330863306311,10.8079114219676
